index,assessment,tags,text,trend_id_res0,trend_id_res1,trend_id_res2,trend_id_res3,trend_id_res4,trend_id_res5,trend_id_res6,trend_id_res7,trend_id_res8,trend_id_res9,trend_id_res10,trend_id_res11,trend_id_res12,trend_id_res13,trend_id_res14,trend_id_res15,trend_id_res16,trend_id_res17,trend_id_res18,trend_id_res19,trend_id_res20,trend_id_res21,trend_id_res22,trend_id_res23,trend_id_res24,trend_id_res25,trend_id_res26,trend_id_res27,trend_id_res28,trend_id_res29,trend_id_res30,trend_id_res31,trend_id_res32,trend_id_res33,trend_id_res34,trend_id_res35,trend_id_res36,trend_id_res37,trend_id_res38,trend_id_res39,trend_id_res40,trend_id_res41,trend_id_res42,trend_id_res43,trend_id_res44,trend_id_res45,trend_id_res46,trend_id_res47,trend_id_res48,trend_id_res49
12988,6.0,"{PRICE,PROMOTIONS,PRODUCTS_QUALITY,ASSORTMENT,CATALOG_NAVIGATION,SUPPORT,DELIVERY}","Цены на некоторые позиции взлетели не оправданно, на некоторые ценник выше магазинного на [NUM]% -спекуляция чистой воды. Все реже и реже пользуюсь сервисом и скорее всего перестану использовать совсем. Будете и дальше терять клиентов из-за ценовой политики",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26199,0.0,{PRODUCTS_QUALITY},"Я настолько разочарована,что даже слов нет!Заказала черешню по скидке,но её невозможно есть так как она вся испорченная,просто позор вам,совести у вас нет!Как можно так относиться к своим покупателям?!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23206,6.0,"{DELIVERY,SUPPORT}","Страдает доставка, очень долго, хотя пишите [NUM] мин., а везёте [NUM]-[NUM] мин.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8948,2.0,"{DELIVERY,SUPPORT}",Очень очень очень долгая доставка. [NUM] заказов подряд не привозили вовремя,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19895,6.0,"{PRICE,PROMOTIONS}","Удобно, быстро",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514,4.0,"{ASSORTMENT,PRODUCTS_QUALITY,PRICE,PROMOTIONS}",Расширить ассортимент товаров,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21973,0.0,{ASSORTMENT},"В смысле ""убрали из заказа""? Я весь заказ ради этих морепродуктов делал!",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22759,0.0,"{DELIVERY,SUPPORT,ASSORTMENT}","Доставка регулярно дольше, чем указано, курьера на карте не видно, служба поддержки не отвечает по заказу часами.",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4632,5.0,"{DELIVERY,PRICE}",Долгая доставка. Продукты не всегда свежие(хлеб может быть [NUM]х дневный). Цены выше чем в магазинах типа петерочка магнит.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24605,0.0,"{PRICE,ASSORTMENT}",Дорого,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,0.0,"{ASSORTMENT,PRODUCTS_QUALITY,PRICE,PROMOTIONS,DELIVERY}",…,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24441,3.0,"{PAYMENT,SUPPORT}",Программу надо улучшить,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24458,1.0,{PAYMENT},"Заказ на сумму от [NUM]₽ это дорого, было бы лучше как было раньше [NUM]₽",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16166,5.0,"{PRICE,PROMOTIONS}","Хорошая компания,но доставка не очень понятная,показывает что [NUM] минута,потом вот вот будем у меня курьер и в итоге через [NUM] минут он только у меня,а я стою его жду(",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,6.0,"{PRODUCTS_QUALITY,PROMOTIONS,PRICE,ASSORTMENT}",Часто стали приезжать просроченные и некачественные продукты,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2274,2.0,{DELIVERY},Раньше доставка была в течение [NUM] мин сейчас стала больше и все время меняется время ожидания .,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2736,3.0,"{PRODUCTS_QUALITY,DELIVERY,SUPPORT}",Не следите за качеством продуктов,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5260,5.0,"{ASSORTMENT,PROMOTIONS,CATALOG_NAVIGATION}","Все отлично, ассортимент бы побольше",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24743,4.0,"{PRICE,DELIVERY,ASSORTMENT}","Если по скидкам и акциям продукты ещё и выходят в нормальной цене, то без них иногда стоят космически. Но самое большое расстройство - это доставка. Проще назвать, сколько раз за год мне доставили в срок [NUM] минут, чем посчитать, сколько раз опаздывали.",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,5.0,"{PRICE,DELIVERY,PROMOTIONS,PAYMENT}",Все очень хорошо. Но иногда доставка задерживается и об этом никто не предупреждает,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11822,5.0,"{ASSORTMENT,PROMOTIONS}",Молодцы,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5891,6.0,"{PRICE,PROMOTIONS,CATALOG_NAVIGATION}",Быстро,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18433,5.0,"{PROMOTIONS,ASSORTMENT}","Хотеться бы больше товаров, или например подборка для приготовления блюд) у вас такое есть, но очень маленькая подборка. Было бы круто, если бы появились лепёшки для пиццы или булки для хот-догов",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26770,0.0,"{SUPPORT,ASSORTMENT,PRODUCTS_QUALITY}","Поддержка по телефону перестала вообще что-либо решать - по всем вопросам посылают в телеграмм. В телеграмме не отвечают уже третий день - сначала пишут что надо [NUM]-[NUM] минут, но никто и за час не подходит - потом это откладывают, потом опять бот и так до б",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22218,6.0,"{DELIVERY,ASSORTMENT,PRICE,PRODUCTS_QUALITY,PROMOTIONS}","Доставка стала дольше, это огорчает(",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26193,0.0,{PRODUCTS_QUALITY},Привезли размороженную пюреобразную ягоду,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23873,2.0,{DELIVERY},Слишком долгая доставка,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18848,0.0,"{ASSORTMENT,PROMOTIONS,PRICE}",Спасибо!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26535,6.0,{PRODUCTS_QUALITY},Хотелось бы что бы все напитки были охлажденными. А вы привозите теплыми,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6932,5.0,"{PRODUCTS_QUALITY,PAYMENT,DELIVERY,SUPPORT,ASSORTMENT,PRICE,PROMOTIONS,CATALOG_NAVIGATION}",я вас люблю,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23464,0.0,{DELIVERY},"Почти всегда заказы опаздывают. Когда звонишь операторам и спрашиваешь почему указано [NUM] минут, а по факту может курьер задержаться на полтора часа, специалисты тыкают в какой-то договор где что-то там прописано написано. Ставьте реальное время доставки",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5974,0.0,"{ASSORTMENT,PRODUCTS_QUALITY,PRICE,PROMOTIONS,CATALOG_NAVIGATION,PAYMENT,DELIVERY,SUPPORT}","Курьеры как рабы работают у вас , почему их так мало .Ждёшь заказ по часу . Почему их так мало на смене!!!!!!!!!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3371,5.0,"{SUPPORT,DELIVERY,PAYMENT,CATALOG_NAVIGATION,PROMOTIONS,PRICE,PRODUCTS_QUALITY,ASSORTMENT}",Как мы раньше жили без самоката,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,5.0,"{ASSORTMENT,PRICE,PROMOTIONS}","Спасибо, что вы есть❤",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,6.0,"{ASSORTMENT,PRICE,PROMOTIONS,CATALOG_NAVIGATION}","Очень быстрая доставка. Маленький выбор, достаточно высокие цены",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3762,3.0,"{PRODUCTS_QUALITY,PROMOTIONS,SUPPORT}","Нет никакой системы лояльности к постоянным клиентам. Ответы в чате - шаблонами. Привозят испорченные продукты и просто возвращают деньги после жалобы, даже никакого промокода в качестве извинений.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23668,1.0,{DELIVERY},"Доставка очень длительная, пришлось долго ждать",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11562,6.0,"{PRICE,PROMOTIONS,PRODUCTS_QUALITY}","Я думаю о вас хорошо, раньше было лучше. Есть ощущение то что стало дороже, а качество хуже - это касается зелени.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15909,5.0,"{ASSORTMENT,PROMOTIONS}",Всё хорошо,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5273,6.0,"{ASSORTMENT,PROMOTIONS,PRICE}",Хороший сервис,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23483,0.0,{DELIVERY},Оочень долгая доставка! Жду уже более [NUM] минут,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14873,6.0,"{PRODUCTS_QUALITY,DELIVERY,SUPPORT}","Доставка стала очень долгой - бывает и по полчаса везут. Поднятие цен на доставку тоже не радует. [NUM]-[NUM] ещё нормально, но бывает и [NUM]!!!",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5935,4.0,"{ASSORTMENT,PRICE,PROMOTIONS}","Стоимость сильно выше, картинки не соответствую ассортименту.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11623,6.0,"{DELIVERY,ASSORTMENT,PRICE,PRODUCTS_QUALITY}","Очень долгая доставка, написано до [NUM] минут, или что курьер будет вот вот у вас, а по итогу доставка в среднем [NUM]-[NUM] минут",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13874,5.0,"{PROMOTIONS,PRICE}",Супер приложение,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11972,5.0,"{PROMOTIONS,PAYMENT}",Очень удобно и быстро.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11442,5.0,"{ASSORTMENT,PRODUCTS_QUALITY,PROMOTIONS,CATALOG_NAVIGATION,SUPPORT}","Иногда продукты приходят не свежие, поэтому овощи и фрукты перестала у вас заказывать",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20614,4.0,{DELIVERY},"очень долгая доставка. не смотря на то, что мы находимся возле склада самоката",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18073,5.0,"{PRICE,PROMOTIONS}","Хорошее приложение, слаженно работают, но например, цены на чай дороже, чем в магазине",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17021,5.0,"{ASSORTMENT,PROMOTIONS}",Вы супер! Чтобы мы без вас делали.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22616,6.0,"{DELIVERY,PRODUCTS_QUALITY,ASSORTMENT}","Очень часто виснет приложение , задерживаются доставки , высокие цены на определенные продукты",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25793,2.0,"{PRODUCTS_QUALITY,DELIVERY}",Молодцы,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26815,2.0,"{SUPPORT,DELIVERY,PRODUCTS_QUALITY}","Присылаете молочные изделия за день до истечения срока годности, доставка стала нереально долгой, да при этом еще и постоянно огромный спрос",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26307,2.0,{PRODUCTS_QUALITY},"Продукты практически всегда с почти истёкшим сроком годности . И тут как повезёт , иногда продукт ещё можно употреблять а иногда просто в мусорки испорченные продукты . Пока не откроешь пачку , заметить запах продукта по внешнему виду невозможно",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19788,5.0,"{ASSORTMENT,PRICE,PROMOTIONS,PAYMENT,DELIVERY,SUPPORT,PRODUCTS_QUALITY}","Быстрый заказ, качественно",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9786,5.0,"{ASSORTMENT,PRODUCTS_QUALITY,PRICE,PROMOTIONS,CATALOG_NAVIGATION,PAYMENT}",Огурцы,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22476,3.0,"{DELIVERY,PRICE,ASSORTMENT}","Долгая доставка, часты задержки по времени, в сравнении с пятёрочкой и магнитом цены на [NUM]-[NUM]% выше , хоть раньше разница не была такой существенной",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17932,5.0,"{ASSORTMENT,PROMOTIONS}",Всё хорошо,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24391,2.0,"{PAYMENT,DELIVERY,SUPPORT}","Не всегда есть возможность выйти в магазин. Приходится пользоваться доставкой, неудобно постоянно условно из-за банки газировки набирать товаров еще на [NUM]р",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
